time,vehicle_id,x,y
606,214,-1.6,11.4
2273,950,-1.6,18.9
567,238,-1.6,251.32
3194,1368,-1.6,18.91
1891,777,191.44,-1.6
839,362,-4.8,436.16
1399,597,-1.6,128
1841,759,-1.6,11.4
815,322,-1.6,18.9
3247,1360,158.78,-1.6
2519,1045,221.66,-4.8
416,157,110.67,-1.6
1805,751,409.05,-1.6
1770,727,67.06,-1.6
633,214,337.72,-4.8
259,111,-4.8,481.48
2634,1084,387.71,-1.6
2966,1268,-1.6,11.4
2891,1237,-1.6,26.4
834,334,76.67,-1.6
2311,991,-1.6,113.7
303,109,118.68,-1.6
2524,1066,291.93,-1.6
719,262,58.92,-1.6
3275,1373,434.98,-1.6
2510,1066,83.65,-1.6
1960,835,-1.6,26.4
3107,1348,-4.8,414.02
1759,761,-4.8,404.19
3088,1329,-1.6,169.47
3389,1448,-1.6,11.4
720,302,-1.6,181.37
2633,1099,328.13,-4.8
1208,499,-1.6,11.4
329,132,-1.6,174.09
1820,777,-1.6,64.91
1908,777,416.49,-4.8
1842,761,-1.6,18.9
2594,1084,-1.6,18.9
2707,1127,-1.43,9.23
3279,1382,455.42,-4.8
2374,1000,-1.6,26.4
1025,435,-1.6,216.53
1838,769,-1.6,26.4
966,382,491.34,-1.6
1261,547,-4.8,472.13
1454,597,59.67,-1.6
1939,835,-1.6,259.72
376,138,-1.6,26.4
3016,1288,-1.6,18.9
935,362,137.86,-1.6
2899,1255,-4.8,342.15
3429,1448,-1.6,11.4
1592,648,394.08,-4.8
1727,734,-1.6,36.76
1788,761,-1.6,47.42
1737,727,-1.6,11.4
3009,1288,-1.6,18.9
3136,1351,-1.6,131.01
849,334,271.22,-1.6
2282,950,-1.6,18.9
3515,1512,-1.6,11.44
2643,1127,-1.6,11.22
2477,1069,-1.6,229.98
689,273,-1.6,18.9
2459,1067,-4.8,458.27
2492,1081,-4.8,426.34
2375,991,-1.6,11.4
1365,572,175.15,-1.6
618,238,19.66,-1.6
2938,1268,-1.6,184.34
1251,527,-1.6,74.71
595,221,-1.6,18.9
3194,1373,-1.6,54.1
2739,1185,-4.8,325.61
2579,1084,-1.6,18.9
2081,860,16.98,-1.6
691,262,-1.6,11.4
1490,640,-1.6,273.84
854,362,-1.6,241.84
2138,919,-1.6,149.08
324,122,-1.6,12.92
496,214,-4.8,477.22
1059,435,199.23,-4.8
2551,1067,485.86,-4.8
3130,1348,-1.6,129.15
1723,733,-1.6,39.1
2261,950,-1.6,18.9
1531,640,-1.6,11.4
2528,1084,-1.6,19.03
2181,914,-1.6,18.9
927,362,34.63,-1.6
2543,1099,-1.6,305.88
3133,1360,-4.8,427.67
542,205,434.74,-4.8
367,132,-1.6,18.9
2464,1045,-1.6,11.4
1432,597,-1.6,11.4
3272,1373,397.81,-1.6
658,249,459.49,-4.8
1252,499,185.27,-1.6
1739,727,-1.6,11.4
100,23,45.37,-1.6
2336,1011,-4.8,370.41
1524,640,-1.6,11.4
1810,761,-1.6,18.9
2678,1157,-1.6,268.67
2393,1011,-1.6,33.9
3126,1311,-1.6,11.4
861,334,427.34,-1.6
1462,597,183.65,-1.6
773,334,-4.8,467.5
3228,1368,-1.6,18.9
3242,1382,-1.45,9.33
2473,1069,-1.6,293.36
3032,1268,97.97,-1.6
2144,900,-1.6,11.4
358,138,-1.6,27.34
3257,1382,166.89,-1.6
758,322,-4.8,299.24
3134,1348,-1.6,79.1
1777,761,-1.6,182.91
3231,1368,-1.6,18.9
1859,769,-1.6,26.4
819,322,-1.6,12.27
494,205,-1.6,227.6
2710,1127,8.15,-1.28
2162,919,-1.6,26.4
3133,1329,9.3,-1.44
413,122,158.95,-4.8
3248,1360,172.35,-1.6
1811,759,-1.6,11.4
2090,890,25.95,-1.6
2063,887,-1.6,175.38
2446,1045,-1.6,17.85
2829,1185,190.49,-4.8
2926,1237,23.01,-1.6
2928,1258,-1.6,49.48
2234,950,-1.6,18.9
266,111,-4.8,401.48
2963,1288,-4.8,484.18
1349,547,27.27,-1.6
2571,1099,-1.6,26.4
2983,1268,-1.6,11.4
2493,1066,-1.6,26.4
622,238,74.74,-1.6
2160,900,-1.6,11.4
3338,1435,-1.6,30.21
2967,1258,441.04,-4.8
1109,454,-1.6,11.4
318,109,314.58,-4.8
341,122,-1.6,11.4
2906,1237,-1.6,26.4
3228,1375,-1.6,33.9
3129,1348,-1.6,141.68
2641,1084,492.75,-1.6
1743,727,-1.6,11.4
1566,640,148.97,-1.6
1237,538,-4.8,494.9
1869,761,-1.6,13.2
2371,992,-1.6,18.9
879,371,-1.6,196.61
1461,597,167.85,-1.6
3304,1436,-4.8,480.01
429,157,294.41,-1.6
507,205,-1.6,41.24
2129,914,-1.6,186.8
1808,777,-1.6,232.08
2299,973,13.21,-1.6
2624,1133,-1.6,272.79
2632,1081,367.42,-4.8
2915,1224,-1.6,11.4
947,382,241.8,-1.6
951,371,318,-1.6
1683,727,-4.8,393.34
1834,761,-1.6,18.9
2455,1066,-4.8,470.96
647,238,440.97,-1.6
2185,914,-1.6,10.54
392,157,-1.6,94.05
1783,751,108.96,-1.6
2555,1084,-1.6,18.9
2823,1185,112.77,-1.6
2905,1252,-1.6,122.12
1269,499,442.11,-4.8
1053,410,279.62,-4.8
827,322,73.57,-1.6
3191,1375,-1.6,141.92
333,132,-1.6,114.09
474,205,-4.8,488.69
1799,734,353.1,-4.8
1243,499,49.47,-1.6
692,262,-1.6,11.4
2534,1099,-4.8,430.21
1694,733,-4.8,418.16
607,249,-1.6,123.52
1927,830,-1.6,279.43
3274,1373,422.42,-1.6
2300,992,-1.6,302.43
2908,1258,-1.6,309.04
2506,1066,26.98,-1.6
2072,887,-1.6,38.29
3216,1368,-1.6,18.9
2011,830,469.74,-4.8
1965,830,-1.6,18.9
2467,1067,-4.8,366.26
2783,1210,-4.8,492.72
2320,973,285.95,-4.8
3250,1375,101.82,-1.6
1768,733,0.9,2.24
2320,950,402.45,-4.8
1157,454,236.78,-4.8
883,362,-1.6,11.4
575,221,-1.6,18.9
2729,1185,-4.8,454.73
1832,759,-1.6,11.4
3251,1373,141.5,-1.6
2974,1288,-4.8,343.71
1957,835,-1.6,27.03
2355,991,-1.6,11.4
866,334,492.89,-1.6
883,371,-1.6,142.99
2952,1255,315.31,-1.6
3133,1351,-1.6,171.6
3258,1375,201.77,-1.6
3490,1517,-4.8,477.52
530,214,-1.6,11.68
1771,734,4.76,-0.61
421,122,256.84,-4.8
3335,1448,-4.8,443.34
1390,597,-1.6,267.29
1344,572,-1.6,116.65
3073,1329,-4.8,323.07
1818,761,-1.6,18.9
2378,1028,-1.6,333.95
579,238,-1.6,75.47
626,221,186.84,-1.6
3282,1375,499.73,-1.6
1863,777,-1.6,33.9
3359,1435,207.99,-4.8
1230,499,-1.6,11.4
1238,527,-1.6,222.83
2072,889,-1.6,106.83
1232,511,-1.6,18.9
1987,835,110.99,-1.6
3049,1268,357.46,-4.8
2076,900,-4.8,436.21
3217,1368,-1.6,18.9
133,26,435.47,-1.6
2047,887,-1.6,425.9
2696,1157,-1.6,27.49
566,238,-1.6,266.47
541,214,-1.6,11.4
3544,1512,-1.6,11.4
3089,1329,-1.6,159.17
334,138,-4.8,326.07
2194,900,121.66,-1.6
2026,861,-1.6,18.9
1492,648,-4.8,482.4
2729,1127,291.45,-1.6
2854,1237,-4.8,403.14
2116,889,440.38,-1.6
1366,547,244.27,-4.8
1949,835,-1.6,120.04
387,138,-1.6,26.4
3036,1290,86.72,-1.6
331,122,-1.6,11.4
3179,1375,-1.6,292.01
2572,1084,-1.6,18.9
1809,769,-1.6,26.4
1333,572,-1.6,276.65
1364,572,160.28,-1.6
492,205,-1.6,255.89
1318,538,-1.6,11.4
3353,1436,112.58,-1.6
2525,1069,281.27,-1.6
3547,1541,-4.8,452.6
2005,860,-1.6,128.99
736,302,18.94,-1.6
1795,769,-1.6,145.2
950,410,-4.8,444.14
2047,890,-4.8,492.64
2517,1067,96.41,-1.6
1840,759,-1.6,11.4
1410,597,-1.6,11.4
3204,1373,-1.6,26.4
2480,1069,-1.6,182.88
1714,727,-1.6,34.98
1540,640,-1.6,11.4
3508,1517,-4.8,279.76
3578,1541,-1.6,56.17
2983,1288,-1.6,215.09
1332,572,-1.6,291.42
2035,861,-1.6,18.9
2640,1133,-1.6,68.07
2843,1210,239.55,-1.6
1275,547,-4.8,295.38
1729,734,-1.6,34.12
2956,1252,423.11,-1.6
3269,1373,360.9,-1.6
1238,538,-4.8,492.63
812,334,-1.6,41.41
511,205,7.07,-1.12
3358,1413,224.62,-4.8
3320,1436,-1.6,274.46
3175,1348,410.86,-4.8
2469,1069,-1.6,357.56
1417,597,-1.6,11.4
3072,1329,-4.8,333.05
2690,1127,-1.6,11.22
3549,1541,-4.8,426.89
1222,511,-1.6,18.9
1872,769,-1.6,10.41
3127,1360,-4.8,489.05
1279,547,-1.6,243.69
3201,1382,-1.6,136.71
3189,1368,-1.6,21.16
2918,1224,-0.88,5.36
1564,648,79.76,-1.6
532,205,293.9,-4.8
2188,919,-0.72,4.93
2096,887,166.42,-1.6
866,371,-4.8,367.64
3572,1517,222.13,-1.6
3019,1302,-1.6,180.96
2955,1255,356.37,-1.6
1856,777,-1.6,33.9
2153,914,-1.6,18.9
264,111,-4.8,425.97
2027,861,-1.6,18.9
1486,640,-4.8,327.93
1790,759,-1.6,11.4
2005,861,-1.6,191.99
2470,1067,-4.8,332.57
2984,1268,-1.6,11.4
1809,761,-1.6,18.9
1791,769,-1.6,204.46
2135,914,-1.6,113.48
987,410,-1.6,12.57
2958,1252,452.72,-1.6
2835,1185,266.39,-4.8
3177,1329,453.07,-1.6
2832,1210,95.92,-1.6
2026,860,-1.6,11.4
2322,992,-1.6,39.38
2356,991,-1.6,11.4
1879,769,66.85,-1.6
1129,454,-1.6,11.4
287,109,-1.6,74.36
377,157,-1.6,308.13
97,26,-1.6,35.55
2541,1099,-4.8,333.45
3082,1311,-1.6,11.4
2373,992,-1.6,18.9
580,238,-1.6,60.27
3193,1382,-1.6,267.42
3078,1329,-4.8,272.4
1729,751,-4.8,484.53
1968,835,-1.6,26.4
3161,1373,-4.8,456.96
2081,900,-4.8,372.98
905,371,-1.6,18.9
1208,511,-1.6,95.25
1104,454,-1.6,11.4
1448,597,-0.73,4.95
3011,1268,-1.6,11.4
1982,835,40.16,-1.6
2257,950,-1.6,18.9
3137,1311,69.94,-4.8
1834,759,-1.6,11.4
3343,1413,40.99,-1.6
2615,1099,81.61,-1.6
1798,769,-1.6,101.84
910,362,-1.6,11.4
2779,1209,-4.8,494.9
2841,1209,240.98,-4.8
1561,640,79.85,-1.6
1793,734,277.49,-4.8
3344,1435,25.18,-1.6
1227,527,-4.8,347
2679,1157,-1.6,254.82
75,26,-4.8,331.64
2500,1084,-4.8,403.85
2506,1084,-1.6,315.93
1872,761,9.16,-1.42
3583,1541,-1.6,11.56
3170,1375,-4.8,404.67
2756,1185,-1.6,108.83
2297,991,-1.6,292.12
2128,914,-1.6,199.32
486,205,-1.6,341.21
2931,1237,81.3,-1.6
534,214,-1.6,11.4
2411,992,161.26,-4.8
1582,648,283.2,-4.8
3198,1360,-1.6,11.4
1335,538,-1.6,11.4
2283,973,-1.6,41.41
340,122,-1.6,11.4
2420,992,268.19,-4.8
2209,914,271.84,-4.8
3527,1517,-1.6,68.94
1763,727,-0.91,5.57
1804,734,416.9,-4.8
2313,950,303.58,-4.8
3328,1435,-1.6,152.78
670,262,-1.6,11.4
2541,1067,372.33,-4.8
2188,914,12.99,-1.6
738,302,42.68,-1.6
1004,410,-1.6,11.4
2395,1011,-1.6,33.7
2190,919,14.43,-1.6
945,382,215.33,-1.6
2507,1069,17.37,-1.6
2481,1045,-1.6,11.4
549,221,-1.6,18.93
3159,1373,-4.8,477.29
2710,1133,-1.38,8.86
2286,973,-1.6,41.41
2917,1268,-4.8,484.03
1881,777,67.85,-1.6
1227,511,-1.6,18.9
420,132,247.03,-1.6
1445,597,-1.6,11.4
3145,1329,125.1,-1.6
1498,640,-1.6,163.23
2121,890,443.52,-4.8
2429,1011,348.06,-1.6
2534,1066,442.25,-1.6
2184,919,-1.6,25.79
2745,1133,415.92,-4.8
1297,527,428.27,-4.8
3241,1360,79.47,-1.6
3265,1373,311.82,-1.6
2834,1210,121.73,-1.6
2507,1045,83.63,-1.6
649,249,354.94,-4.8
2882,1252,-4.8,462.54
1289,547,-1.6,116.19
3070,1329,-4.8,353.19
364,122,-1.6,11.4
2561,1084,-1.6,18.9
1221,527,-4.8,413.69
2521,1081,-1.6,30.17
1921,835,-4.8,490.34
2533,1066,426.7,-1.6
1012,410,-1.6,11.4
1684,727,-4.8,381.51
2507,1067,-1.11,6.96
940,362,202.27,-1.6
1802,769,-1.6,43.4
2909,1237,-1.6,26.4
1183,511,-4.8,422.45
2187,950,-4.8,492.32
1324,547,-1.6,18.9
54,23,-4.8,492.98
705,262,-1.6,11.4
626,262,-1.6,240
905,382,-1.6,159.89
3324,1435,-1.6,202.48
311,122,-1.6,161.13
288,122,-4.8,441.09
1522,640,-1.6,11.4
2219,919,444.52,-1.6
3021,1311,-4.8,435.44
1777,769,-4.8,405.95
2997,1268,-1.6,11.4
2554,1081,-1.6,11.4
3368,1435,319.01,-4.8
1331,547,-1.6,18.9
526,205,208.77,-1.6
2013,830,497.12,-4.8
2221,900,466.89,-4.8
1196,499,-1.6,11.4
2288,992,-4.8,444.54
1311,538,-1.6,11.4
597,238,-1.6,33.9
1997,835,250.94,-1.6
2581,1084,-1.6,18.9
2995,1290,-1.6,133.4
1847,769,-1.6,26.4
1912,830,-4.8,475.76
753,302,250.34,-4.8
3187,1375,-1.6,191.7
2300,950,120.75,-1.6
1899,759,382.67,-4.8
3221,1375,-1.6,33.9
956,371,383.19,-1.6
311,132,-4.8,440.13
2247,950,-1.6,18.9
2968,1268,-1.6,11.4
1278,511,474.54,-4.8
2728,1127,275.55,-1.6
841,322,251.39,-4.8
3164,1360,-1.6,24.26
2970,1290,-4.8,465.15
386,157,-1.6,179.67
2390,992,-1.6,18.9
2367,1011,-1.6,33.9
2718,1133,76.41,-1.6
2219,900,440.69,-4.8
2722,1157,104.08,-1.6
2182,919,-1.6,26.4
1841,777,-1.6,33.9
1822,777,-1.6,41.3
3075,1311,-1.6,11.4
1772,751,-1.6,23.82
2841,1210,213.23,-1.6
2912,1224,-1.6,11.4
1762,761,-4.8,367
586,249,-4.8,368.74
1712,733,-1.6,180.7
917,382,-1.6,26.46
2388,1011,-1.6,33.9
3061,1288,481.25,-4.8
2380,991,-1.6,11.4
3282,1382,488.9,-4.8
3139,1311,89.49,-4.8
2007,861,-1.6,164.58
1798,777,-4.8,372.22
695,273,-1.6,18.9
1260,547,-4.8,480.85
327,122,-1.6,11.42
1413,597,-1.6,11.4
2412,1028,107.55,-1.6
2550,1084,-1.6,18.9
618,249,-0.62,4.76
1729,727,-1.6,11.4
2441,1028,481.59,-4.8
2443,1045,-1.6,50.8
2210,900,325.04,-4.8
3147,1329,144.84,-1.6
3182,1360,-1.6,11.4
59,23,-4.8,454.02
1038,410,99.24,-1.6
2097,889,156.02,-1.6
835,332,110.75,-1.6
822,334,-1.6,39.2
1810,777,-1.6,204.3
2118,919,-4.8,462.7
2312,992,-1.6,158.73
3568,1517,175.54,-1.6
2282,973,-1.6,41.41
2479,1045,-1.6,11.4
731,273,180.16,-1.6
1169,499,-1.6,208.67
2311,973,167.74,-4.8
1005,435,-4.8,467.37
1809,777,-1.6,217.72
290,109,-1.6,34.35
1108,454,-1.6,11.4
984,410,-1.6,36.33
2091,887,97.85,-1.6
2196,919,87.92,-1.6
1934,835,-1.6,329.81
1181,499,-1.6,27.53
2522,1067,154.05,-4.8
330,122,-1.6,11.4
3065,1311,-1.6,12.08
1740,727,-1.6,11.4
515,205,54.5,-1.6
1003,410,-1.6,11.4
2784,1185,-1.6,11.4
2124,900,-1.6,11.4
2788,1209,-4.8,417.91
268,109,-4.8,327.17
3156,1360,-1.6,126.16
2399,991,53.9,-1.6
2331,1011,-4.8,435.08
901,371,-1.6,18.9
297,111,-1.23,7.81
1872,759,32.79,-1.6
1855,777,-1.6,33.9
2997,1288,-1.6,22.98
278,109,-1.6,194.07
252,109,-4.8,494.9
3111,1351,-4.8,460.33
3226,1373,-1.6,26.4
3030,1288,40.39,-1.6
2818,1185,48.33,-1.6
834,332,98.86,-1.6
3018,1290,-1.6,26.4
2599,1127,-4.8,409.06
592,221,-1.6,18.9
760,322,-1.6,273.89
3582,1512,457.45,-4.8
3275,1382,410.43,-4.8
2071,860,-1.6,11.4
2546,1099,-1.6,264.45
2186,919,-1.6,18.93
2957,1258,311.65,-4.8
2208,950,-1.6,223.78
2329,1011,-4.8,461.54
2615,1133,-4.8,386.71
2853,1210,369.39,-4.8
2952,1237,329.26,-4.8
959,362,448.41,-4.8
584,249,-4.8,391.75
1269,538,-1.6,65.95
3574,1512,343.49,-4.8
827,332,14.66,-1.6
