time,vehicle_id,x,y
394,138,-1.6,26.4
2516,1077,-1.6,20.79
608,249,-1.6,111.32
2992,1268,-1.6,11.4
2361,1011,-1.6,48.61
1268,538,-1.6,80.89
2746,1133,429.06,-4.8
2949,1258,206.19,-4.8
1329,547,-1.6,18.9
1119,454,-1.6,11.4
2687,1133,-1.6,18.73
2399,992,20.71,-1.6
2564,1099,-1.6,29.44
1220,527,-4.8,424.47
2055,887,-1.6,301.11
2636,1081,422.1,-4.8
1365,547,231.45,-4.8
3043,1290,179.17,-4.8
636,214,381.58,-4.8
2112,887,416.42,-1.6
3176,1348,421.48,-4.8
2428,991,426.88,-4.8
3014,1290,-1.6,26.4
1476,597,401.66,-4.8
1193,499,-1.6,11.4
1772,734,12.87,-1.6
2712,1127,28.09,-1.6
3258,1368,237.92,-4.8
3053,1311,-1.6,119.55
3197,1382,-1.6,201.16
351,132,-1.6,18.9
2735,1185,-4.8,377.16
2010,861,-1.6,123.53
2647,1127,-1.6,11.22
2634,1133,-1.6,143.66
1365,538,306.27,-1.6
1156,454,226.33,-4.8
1803,727,453.94,-4.8
401,132,0.37,3.12
2883,1224,-1.6,11.4
2854,1210,382.72,-4.8
2799,1185,-1.6,11.4
1765,759,-1.6,273.61
2212,950,-1.6,166.07
933,362,112.55,-1.6
2434,1045,-1.6,156.79
2283,984,-1.6,233.68
2487,1081,-4.8,482.82
1350,547,38.89,-1.6
86,23,-1.6,116.14
1730,733,-1.6,26.41
885,362,-1.6,11.4
806,332,-1.6,33.92
2930,1268,-1.6,306.63
1700,727,-1.6,197.31
3215,1375,-1.6,33.9
585,214,-1.6,11.4
3118,1311,-1.6,11.4
132,26,422.22,-1.6
2834,1185,254.11,-4.8
926,362,22.15,-1.6
3384,1448,-1.6,11.4
2102,900,-1.6,107.77
2329,973,404.43,-4.8
1765,751,-1.6,48.91
3091,1311,-1.6,11.4
1552,648,-1.6,18.9
3170,1329,380.99,-1.6
2506,1069,7.16,-1.14
3131,1329,-0.93,5.68
3026,1302,-1.6,89.8
3306,1413,-1.6,11.4
490,205,-1.6,284.78
506,205,-1.6,55.8
955,382,348,-1.6
554,214,-1.6,11.4
65,26,-4.8,464.03
1343,572,-1.6,131.82
1045,454,-4.8,493.3
2495,1069,-1.6,33.9
1780,761,-1.6,147.15
2897,1258,-4.8,452.02
2319,991,-1.6,15.44
3260,1360,329.72,-1.6
1674,727,-4.8,488.98
2210,919,301.66,-1.6
809,322,-1.6,18.9
2369,1011,-1.6,33.9
3140,1348,-1.33,8.5
605,249,-1.6,147.56
102,23,70.82,-1.6
1893,761,258.74,-1.6
3536,1517,-1.6,18.9
2437,1045,-1.6,121.69
2499,1084,-4.8,418.93
2131,900,-1.6,11.4
2055,860,-1.6,11.4
2820,1210,-1.6,37.99
2322,973,312.16,-4.8
1367,538,335.8,-1.6
530,221,-1.6,236.1
1782,727,206.11,-4.8
104,26,40.74,-1.6
761,302,362.54,-4.8
1249,527,-1.6,97.3
1948,835,-1.6,134.13
1517,648,-1.6,206.21
2700,1157,-1.6,26.23
3301,1435,-4.8,480.9
937,371,133.04,-1.6
1828,769,-1.6,26.4
3309,1436,-4.8,418.73
2887,1255,-4.8,486.45
3002,1290,-1.6,39.93
3128,1360,-4.8,483.1
1357,572,57.54,-1.6
285,111,-1.6,158.51
2105,860,362.77,-1.6
2430,1011,361.37,-1.6
1964,830,-1.6,18.9
837,332,135.45,-4.8
2739,1127,449.93,-1.6
1789,734,226.68,-4.8
1184,511,-4.8,409.83
1794,751,260.01,-1.6
2500,1069,-1.6,33.1
1251,538,-1.6,335.6
3464,1448,279.21,-4.8
3242,1368,56.18,-1.6
304,122,-1.6,246.43
3049,1294,254.42,-1.6
3374,1436,395.97,-1.6
2116,914,-4.8,344.57
1805,733,482.34,-1.6
2118,900,-1.6,11.4
1988,830,155.04,-1.6
1929,835,-4.8,400.08
2052,861,-1.6,18.9
1201,511,-1.6,187.59
1742,751,-1.6,321.92
1385,572,468.56,-1.6
3322,1413,-1.6,11.4
3053,1290,312.08,-4.8
3241,1382,-1.6,17.38
825,332,0.54,2.83
1976,835,-1.6,16.52
2536,1077,210.41,-4.8
612,262,-4.8,413.52
3215,1360,-1.6,11.4
540,205,406.41,-4.8
3122,1348,-1.6,227.75
542,221,-1.6,72.16
2836,1210,148.04,-1.6
677,262,-1.6,11.4
942,362,227.83,-1.6
1720,733,-1.6,75.35
2989,1288,-1.6,129.56
2374,1011,-1.6,33.9
1196,511,-1.6,252.01
3568,1512,256.83,-4.8
3249,1373,117.28,-1.6
543,221,-1.6,58.64
3377,1448,-1.6,11.4
887,362,-1.6,11.4
3146,1311,159.92,-4.8
639,262,-1.6,75.62
1164,454,311.95,-4.8
853,322,405.95,-4.8
3100,1348,-4.8,488.14
1110,454,-1.6,11.4
2206,919,237.69,-1.6
1114,454,-1.6,11.4
1906,769,397.29,-1.6
1076,454,-1.6,174.51
1874,761,26.84,-1.6
1328,572,-1.6,349.02
2167,914,-1.6,18.9
2104,914,-4.8,483.96
1548,648,-1.6,18.9
781,332,-4.8,303.48
1750,727,-1.6,11.4
2622,1133,-1.6,297.53
2507,1066,40.35,-1.6
2657,1133,-1.6,18.73
431,122,377.17,-4.8
2732,1127,338.52,-1.6
1763,751,-1.6,50.24
121,26,273.43,-1.6
1746,759,-4.8,493.06
1487,640,-4.8,313.97
2460,1045,-1.6,11.4
3162,1329,299.95,-1.6
2183,914,-1.6,17.79
3553,1517,12.05,-1.6
2673,1157,-4.8,339.49
2498,1069,-1.6,33.9
1728,734,-1.6,34.62
2733,1185,-4.8,402.85
3199,1373,-1.6,26.44
688,273,-1.6,18.9
904,382,-1.6,174.85
391,157,-1.6,108.6
2980,1290,-4.8,332.39
593,238,-1.6,33.9
2534,1045,397.75,-4.8
3156,1348,174.84,-1.6
2709,1133,-1.6,13.67
617,221,64.37,-1.6
2005,830,388.84,-4.8
710,262,-1.6,11.4
2082,860,27.41,-1.6
571,238,-1.6,193.78
2085,861,39.13,-1.6
2999,1268,-1.6,11.4
2525,1066,307.02,-1.6
1871,761,1.58,1.29
2923,1268,-4.8,413.52
839,334,139.53,-1.6
3167,1360,-1.6,11.44
2261,973,-1.6,198.87
2949,1224,390.43,-4.8
1472,640,-4.8,492.47
3352,1435,122.56,-1.6
2381,1028,-1.6,292.49
3201,1375,-1.6,34.36
720,273,37.83,-1.6
1254,527,-1.6,39.46
737,262,285.82,-4.8
1820,769,-1.6,26.4
1792,769,-1.6,189.79
1725,727,-1.6,11.4
2414,991,244.54,-4.8
1867,777,-1.6,33.9
2219,950,-1.6,65.7
2997,1294,-1.6,202.05
2891,1255,-4.8,449.96
2391,1011,-1.6,33.9
325,109,407.94,-4.8
2138,914,-1.6,76.49
2149,914,-1.6,18.9
3372,1413,395.24,-4.8
2457,1067,-4.8,478.29
2830,1185,203.14,-4.8
709,262,-1.6,11.4
958,410,-4.8,347.82
2818,1209,-1.6,34.47
833,322,149.18,-4.8
1404,597,-1.6,50.6
926,371,0.92,2.19
1472,597,339.18,-4.8
1516,640,-1.6,11.4
2291,984,-1.6,115.45
2962,1268,-1.6,11.4
1175,454,429.27,-4.8
2203,900,236.03,-4.8
2605,1084,-1.37,8.77
3336,1413,-1.6,11.4
1355,547,101.74,-1.6
985,410,-1.6,24.09
1843,769,-1.6,26.4
1325,547,-1.6,18.9
2895,1224,-1.6,11.4
2722,1127,181.62,-1.6
739,302,56.88,-1.6
846,362,-4.8,344.44
1021,410,-1.6,11.4
2080,900,-4.8,385.66
696,302,-4.8,489.02
1806,769,-1.6,26.47
1069,435,326.6,-4.8
2532,1045,374.13,-4.8
2910,1255,-1.6,193.32
2713,1157,0.58,2.77
3056,1288,410.32,-4.8
2553,1077,419.96,-4.8
2483,1069,-1.6,135.17
3362,1448,-1.6,55.4
3037,1311,-4.8,277.75
2729,1157,198.42,-1.6
2274,984,-1.6,368.84
732,273,193.31,-1.6
2069,889,-1.6,153.08
334,111,447.64,-4.8
309,132,-4.8,466.17
2522,1077,36.78,-1.6
648,221,486.4,-4.8
2087,860,98.14,-1.6
2067,890,-1.6,252.73
2689,1157,-1.6,112.75
2058,887,-1.6,254.21
2696,1127,-1.6,11.22
1438,597,-1.6,11.4
2110,890,295.58,-4.8
3273,1413,-1.6,210.74
1270,547,-4.8,358.02
917,371,-1.6,18.9
3151,1368,-4.8,445.35
1240,527,-1.6,199.71
3180,1375,-1.6,279.89
1731,727,-1.6,11.4
2851,1185,472.5,-4.8
1310,547,-1.6,18.9
3183,1351,467.41,-4.8
2350,1011,-1.6,188.86
3218,1368,-1.6,18.9
2495,1077,-1.6,280.26
3023,1311,-4.8,415.89
1929,830,-1.6,252.88
1875,759,71.07,-1.6
2382,1011,-1.6,33.9
3406,1448,-1.6,11.4
610,249,-1.6,88.26
949,362,318.49,-1.6
3528,1517,-1.6,57.61
1777,727,147.09,-4.8
2488,1069,-1.6,55.63
1018,435,-1.6,302.83
3366,1413,321.96,-4.8
3430,1448,-1.6,11.4
3209,1382,-1.6,41.67
3367,1435,306.88,-4.8
3077,1329,-4.8,283.14
3368,1413,345.68,-4.8
3157,1368,-4.8,376.26
1128,454,-1.6,11.4
2646,1127,-1.6,11.22
1888,759,239.81,-4.8
1894,759,318.95,-4.8
1557,648,6.33,-1.02
1160,499,-1.6,343.88
307,122,-1.6,211.12
615,249,-1.6,31.48
1761,733,-1.6,26.4
2965,1255,492.8,-1.6
2631,1133,-1.6,183
2345,991,-1.6,11.4
1788,751,177.84,-1.6
611,249,-1.6,76.47
2914,1258,-1.6,232.47
2699,1127,-1.6,11.22
2147,900,-1.6,11.4
1701,727,-1.6,186.01
1744,734,-1.6,33.9
1767,727,32.39,-1.6
2898,1224,-1.6,11.4
397,157,-1.6,41.41
3236,1360,16.73,-1.6
2107,860,391.23,-1.6
3023,1288,-1.6,17.42
440,138,460.38,-4.8
2637,1099,382.99,-4.8
1480,597,464.08,-4.8
2656,1127,-1.6,11.22
2936,1268,-1.6,214.74
322,111,295.55,-4.8
1341,572,-1.6,160.6
1371,538,396.3,-1.6
1277,511,461.23,-4.8
3565,1517,142.59,-1.6
414,138,126.08,-1.6
2939,1255,139.9,-1.6
3378,1448,-1.6,11.4
2905,1224,-1.6,11.4
3571,1512,300.18,-4.8
1241,499,23.94,-1.6
2076,861,-1.6,18.9
2611,1084,54.99,-1.6
1563,640,107.09,-1.6
2903,1252,-1.6,152.28
2614,1133,-4.8,399.75
1116,454,-1.6,11.4
3271,1360,473.97,-1.6
1814,769,-1.6,26.4
1951,835,-1.6,91.72
2289,992,-4.8,433.14
830,332,49.28,-1.6
2296,984,-1.6,43.44
2557,1077,470.6,-4.8
558,221,-1.6,18.9
613,238,-1.6,23.85
2434,1000,496.34,-1.6
2688,1133,-1.6,18.73
581,238,-1.6,47.36
3479,1448,494.19,-4.8
360,132,-1.6,18.9
411,157,39.73,-1.6
2643,1133,-1.6,30.27
1743,751,-1.6,308.04
2486,1045,-1.6,11.4
591,221,-1.6,18.9
2734,1127,370.16,-1.6
1055,410,302.4,-4.8
2400,991,66.89,-1.6
2663,1133,-1.6,18.73
1264,527,56.92,-1.6
2300,991,-1.6,252.76
2993,1288,-1.6,72.48
1147,454,130.61,-4.8
3168,1360,-1.6,11.42
3129,1360,-4.8,475.31
946,382,229,-1.6
2981,1294,-4.8,454
559,238,-4.8,370.18
2309,950,247.67,-4.8
3154,1329,217.14,-1.6
117,26,218.58,-1.6
366,132,-1.6,18.9
1050,435,85.83,-1.6
1747,751,-1.6,254.26
2276,950,-1.6,18.9
2021,860,-1.6,11.4
524,205,180.37,-1.6
1984,860,-4.8,435.62
1244,511,28.35,-1.6
3289,1413,-1.6,18.64
2625,1127,-1.6,11.22
2044,889,-4.8,492.9
3169,1360,-1.6,11.4
3021,1294,-1.6,33.9
2419,1000,271.9,-1.6
831,334,37.79,-1.6
3365,1435,282.15,-4.8
2689,1127,-1.6,11.22
3277,1368,453.77,-4.8
2053,889,-4.8,391.58
1770,761,-1.6,269.04
2533,1099,-4.8,443.93
1429,597,-1.6,11.4
405,132,39.83,-1.6
2073,887,-1.6,30.3
3077,1311,-1.6,11.4
2142,900,-1.6,11.4
3236,1373,-1.6,18.7
1818,777,-1.6,92.95
525,221,-1.6,305.15
1740,733,-1.6,26.4
3183,1360,-1.6,11.4
1513,648,-1.6,251.55
886,362,-1.6,11.4
711,302,-1.6,305.18
2094,900,-1.6,209.99
2376,991,-1.6,11.4
264,109,-4.8,379.32
2262,984,-4.8,494.9
3089,1311,-1.6,11.4
2623,1099,189.56,-1.6
2704,1133,-1.6,18.73
2489,1069,-1.6,44.04
2089,900,-1.6,272.51
815,332,-1.6,33.9
394,132,-1.6,18.9
2350,1000,-1.6,26.4
1794,733,335.53,-1.6
1808,759,-1.6,11.4
844,334,204.2,-1.6
2383,992,-1.6,18.9
1154,499,-4.8,435.63
1766,759,-1.6,259.95
2952,1258,245.52,-4.8
1953,830,-1.6,18.9
431,132,410.98,-4.8
1345,572,-1.6,102.33
3016,1290,-1.6,26.4
2062,861,-1.6,18.9
2125,919,-1.6,357.14
1745,759,-4.8,494.9
3541,1541,-4.8,494.9
1836,777,-1.6,33.9
2134,919,-1.6,212.96
584,221,-1.6,18.9
537,214,-1.6,11.4
1443,597,-1.6,11.4
638,214,410.73,-4.8
643,238,381.23,-1.6
2844,1209,280.1,-4.8
1033,410,39.39,-1.6
3110,1348,-4.8,377.31
2498,1066,-1.6,26.4
913,371,-1.6,18.9
1851,777,-1.6,33.9
1890,777,180.37,-1.6
3037,1268,173.73,-1.6
2311,950,276.34,-4.8
1967,835,-1.6,26.4
1989,835,138.45,-1.6
2542,1081,-1.6,11.4
2080,860,8.35,-1.31
1567,648,114.09,-4.8
3305,1413,-1.6,11.4
1801,727,430.18,-4.8
1749,761,-4.8,494.9
645,262,-1.6,13.22
2798,1209,-1.6,290.68
529,205,252.09,-4.8
2070,861,-1.6,18.9
2183,900,-0.87,5.28
2180,914,-1.6,18.9
804,332,-1.6,34.37
1803,734,404.22,-4.8
2186,914,-0.32,4.26
2964,1268,-1.6,11.4
2153,900,-1.6,11.4
2993,1294,-1.6,265.56
3435,1448,-1.6,11.4
1801,769,-1.6,57.94
1222,527,-4.8,402.32
2298,973,4.96,-0.74
2664,1157,-4.8,463.46
2535,1077,197.75,-4.8
413,138,113.5,-1.6
585,238,-1.6,33.91
2065,887,-1.6,143.75
1519,648,-1.6,183.38
3459,1448,207.28,-1.6
1475,640,-4.8,473.92
434,157,364.84,-1.6
629,273,-4.8,493.1
2954,1224,456.64,-4.8
2625,1084,255.34,-1.6
1778,727,159.05,-4.8
406,132,51.5,-1.6
1087,454,-1.6,57.94
305,109,145.71,-1.6
1209,499,-1.6,11.4
2118,889,470.64,-1.6
960,410,-4.8,324.24
826,322,61.19,-1.6
3344,1413,53.32,-1.6
2947,1255,247.91,-1.6
2375,1028,-1.6,375.61
1246,499,94.5,-1.6
3150,1351,39.02,-1.6
2469,1066,-1.6,266.63
3243,1375,17.81,-1.6
2441,1045,-1.6,75.3
615,238,-1.56,10.11
2105,900,-1.6,69.5
2502,1045,26.16,-1.6
1515,648,-1.6,228.81
3499,1512,-1.6,192.69
2029,861,-1.6,18.9
1933,835,-4.8,344.36
2374,991,-1.6,11.4
733,262,235.88,-4.8
3321,1413,-1.6,11.4
3115,1311,-1.6,11.4
2476,1069,-1.6,245.66
2719,1127,134.62,-1.6
2101,890,172.13,-1.6
2838,1210,175.06,-1.6
895,382,-1.6,306.12
2688,1157,-1.6,126.19
2464,1067,-4.8,400.11
522,221,-4.8,345.3
1689,727,-4.8,323.56
1080,454,-1.6,131.69
1274,538,-1.6,12.01
2821,1185,87.08,-1.6
3205,1368,-1.6,18.9
3390,1448,-1.6,11.4
2297,984,-1.6,30.56
1311,547,-1.6,18.9
606,221,-1.6,18.9
1724,734,-1.6,64.87
574,249,-4.8,493.1
2419,992,256.91,-4.8
1014,435,-4.8,354.82
2476,1077,-4.8,493.02
2326,973,364.2,-4.8
391,138,-1.6,26.4
2538,1099,-4.8,376.16
2911,1258,-1.6,270.78
299,111,9.58,-1.48
367,122,-1.6,11.4
367,157,-4.8,450.25
1924,830,-4.8,320.42
2974,1290,-4.8,412.61
1088,454,-1.6,47.38
1954,835,-1.6,50.44
1111,454,-1.6,11.4
373,138,-1.6,26.4
439,138,447.73,-4.8
2684,1157,-1.6,183.73
1285,547,-1.6,167.13
503,205,-1.6,98.95
1008,435,-4.8,431.29
1982,861,-4.8,488.7
1806,759,-1.6,11.4
2198,914,134.14,-4.8
2769,1185,-1.6,11.4
1316,572,-4.8,492.52
2241,973,-4.8,461.23
2656,1133,-1.6,18.73
371,132,-1.6,18.9
2866,1237,-1.6,263.98
2471,1045,-1.6,11.4
493,214,-4.8,493.33
3279,1413,-1.6,139.09
3208,1373,-1.6,26.4
1555,648,-1.45,9.37
3108,1348,-4.8,401.99
2310,984,131.3,-1.6
2601,1127,-4.8,377.59
3019,1311,-4.8,455.37
2595,1127,-4.8,466.71
2906,1252,-1.6,107.77
3244,1375,27.42,-1.6
3351,1413,138.54,-4.8
1775,761,-1.6,206.66
627,249,91.21,-1.6
712,262,-1.44,9.31
1999,835,279.25,-1.6
258,109,-4.8,457.74
3551,1517,-0.07,3.85
2474,1066,-1.6,192.01
805,332,-1.6,33.97
1715,727,-1.6,23.21
2282,992,-4.8,493.54
2646,1133,-1.6,19.04
2429,992,374.53,-4.8
373,122,-1.6,11.4
858,332,395.63,-4.8
2649,1127,-1.6,11.22
3022,1288,-1.6,18.9
2614,1084,98.07,-1.6
378,132,-1.6,18.9
383,132,-1.6,18.9
1797,733,376.34,-1.6
1797,727,382,-4.8
1854,769,-1.6,26.4
1212,499,-1.6,11.4
393,132,-1.6,18.9
1705,727,-1.6,139.04
336,138,-1.6,300.58
1738,727,-1.6,11.4
3466,1448,307.06,-4.8
2541,1077,272.34,-4.8
860,334,414.49,-1.6
1770,769,-4.8,485.41
2113,861,421.57,-4.8
1812,759,-1.6,11.4
3056,1268,465.27,-4.8
614,214,53.68,-1.6
616,221,51.34,-1.6
131,26,409.28,-1.6
339,122,-1.6,11.4
3456,1448,163.38,-1.6
1357,547,127.72,-1.6
2638,1127,-1.6,11.22
2078,861,-1.6,17.34
2509,1045,106.79,-4.8
958,362,435.72,-4.8
1982,860,-4.8,461.89
3160,1311,301.74,-4.8
3491,1517,-4.8,469.12
2036,860,-1.6,11.4
3074,1311,-1.6,11.4
2329,991,-1.6,11.4
3035,1311,-4.8,297.37
2976,1268,-1.6,11.4
1589,640,466.64,-4.8
1342,538,-1.41,9.09
1556,648,0.72,2.54
1335,547,-1.6,18.9
2944,1268,-1.6,92.37
2868,1237,-1.6,241.13
1031,410,16.84,-1.6
2790,1185,-1.6,11.4
3045,1288,254.74,-4.8
1787,727,265.57,-4.8
3032,1302,-1.6,14.1
3318,1435,-1.6,277.52
2300,984,2.08,0.99
3399,1448,-1.6,11.4
2356,992,-1.6,18.9
3051,1288,339.77,-4.8
1826,777,-1.6,33.94
1694,734,-4.8,445.39
1350,538,80.11,-1.6
76,26,-4.8,318.66
2080,890,-1.6,73.99
1066,454,-4.8,281.62
2616,1099,94.86,-1.6
1762,733,-1.6,26.4
2176,900,-1.6,11.4
2956,1268,-1.6,11.4
1045,410,183.38,-4.8
1562,640,93.07,-1.6
3594,1517,470.8,-4.8
3563,1512,184.29,-1.6
2427,1028,300.62,-1.6
1056,435,161.81,-4.8
3084,1329,-1.6,211.41
628,238,161.92,-1.6
3161,1351,180.49,-1.6
1258,511,209.9,-4.8
2841,1185,344.04,-4.8
2088,900,-1.6,284.63
2399,1011,-1.6,15.38
56,23,-4.8,483.04
435,157,378.57,-1.6
2451,1066,-4.8,493.52
2838,1224,-1.6,206.41
2371,1028,-1.6,430.27
3026,1311,-4.8,386.92
965,382,476.49,-1.6
3278,1368,465.07,-4.8
3277,1382,433.49,-4.8
2907,1258,-1.6,322.52
1990,861,-4.8,400.36
1778,733,122.01,-1.6
2338,992,-1.6,18.9
920,382,-1.6,26.4
2355,1011,-1.6,125.81
436,138,410.19,-4.8
1921,830,-4.8,362.61
2284,984,-1.6,218.87
1338,572,-1.6,204.11
359,122,-1.6,11.4
2700,1133,-1.6,18.73
583,221,-1.6,18.9
3431,1448,-1.6,11.4
3199,1368,-1.6,18.9
3350,1436,75.08,-1.6
3181,1373,-1.6,213.53
267,109,-4.8,340.59
3051,1311,-1.6,139.08
3475,1448,435.84,-4.8
3564,1517,131.34,-1.6
2471,1067,-4.8,321.47
2680,1157,-1.6,240.94
2503,1067,-1.6,36.32
2343,991,-1.6,11.4
2389,1011,-1.6,33.9
2476,1045,-1.6,11.4
2336,992,-1.6,18.9
2104,860,348.44,-1.6
3039,1302,59.84,-1.6
2920,1224,10.43,-1.6
279,109,-1.6,180.78
3575,1541,-1.6,93.48
1926,835,-4.8,443.28
2153,919,-1.6,26.4
1800,734,365.9,-4.8
3155,1373,-4.8,494.9
2462,1045,-1.6,11.4
2854,1209,409.61,-4.8
2090,861,106.96,-1.6
2042,861,-1.6,18.9
1781,734,123.04,-1.6
1810,734,493.04,-4.8
1167,499,-1.6,238.18
2905,1237,-1.6,26.4
2526,1077,85.65,-1.6
323,132,-1.6,262.62
1264,547,-4.8,434.63
273,111,-4.8,313.31
3343,1448,-1.6,326.91
3123,1329,-1.6,18.9
3124,1351,-1.6,290.64
2704,1127,-1.6,11.22
636,238,277.46,-1.6
2294,992,-4.8,374.6
2969,1268,-1.6,11.4
1047,435,47.97,-1.6
3192,1373,-1.6,79.35
2904,1258,-4.8,361.09
2023,860,-1.6,11.4
2091,860,157.13,-1.6
2474,1067,-1.6,287.76
596,214,-1.6,11.4
2431,1011,373.88,-1.6
2819,1209,-1.6,21.68
1719,734,-1.6,126.82
2732,1157,239.85,-1.6
2607,1127,-1.6,282.89
2367,1028,-4.8,476.44
2432,1028,364.45,-1.6
2923,1258,-1.6,114.58
273,109,-1.6,261.12
1188,511,-4.8,356.65
548,238,-4.8,493.43
1784,751,123.12,-1.6
2912,1237,-1.6,26.4
3193,1375,-1.6,117.27
1386,572,482.82,-1.6
1686,727,-4.8,357.64
2757,1185,-1.6,96.55
2138,900,-1.6,11.4
594,238,-1.6,33.9
1006,410,-1.6,11.4
3501,1512,-1.6,163.89
609,249,-1.6,99.75
3202,1375,-1.6,33.91
570,214,-1.6,11.4
2171,900,-1.6,11.4
884,382,-4.8,462.52
1754,761,-4.8,465.64
1250,511,105.2,-1.6
631,273,-4.8,483.17
1568,648,125.71,-4.8
2049,889,-4.8,451.74
1761,734,-1.6,33.9
3493,1512,-1.6,279.28
2323,1000,-1.6,165.76
3007,1302,-4.8,335.07
1747,727,-1.6,11.4
2094,861,161.37,-1.6
762,322,-1.6,248.37
3219,1375,-1.6,33.9
1797,761,-1.6,18.9
1347,538,35.26,-1.6
765,332,-4.8,488.59
704,262,-1.6,11.4
2420,1011,233.15,-1.6
265,111,-4.8,413.67
406,157,-1.6,12.36
3114,1351,-4.8,420.64
3035,1294,50.13,-1.6
1166,454,333.33,-4.8
2431,1000,451.01,-1.6
1250,499,155,-1.6
2601,1081,-1.6,11.4
2340,1000,-1.6,26.4
435,132,470.81,-4.8
1299,538,-1.6,11.4
3196,1375,-1.6,80.98
1792,751,232.65,-1.6
2185,900,10.83,-1.6
1888,769,177.44,-1.6
3199,1360,-1.6,11.4
2391,1000,-1.6,26.4
2311,984,144.68,-1.6
2782,1210,-4.8,494.9
948,382,255.32,-1.6
3217,1375,-1.6,33.9
1780,759,-1.6,77.58
2692,1133,-1.6,18.73
2622,1081,230.61,-4.8
2783,1209,-4.8,477.32
2825,1224,-4.8,380.21
2619,1081,188.89,-1.6
2642,1099,451.36,-4.8
1993,861,-4.8,359.65
3123,1348,-1.6,215.6
2280,984,-1.6,278.84
2804,1185,-1.6,11.4
3214,1375,-1.6,33.9
603,262,-4.8,494.9
539,221,-1.6,112.41
852,322,393.61,-4.8
2913,1224,-1.6,11.4
1788,734,213.87,-4.8
1216,499,-1.6,11.4
940,371,172.62,-1.6
3014,1302,-1.6,245.82
2664,1133,-1.6,18.73
1800,751,340.31,-1.6
1308,538,-1.6,11.4
439,157,435.68,-1.6
2422,1000,315.92,-1.6
3080,1311,-1.6,11.4
1560,640,65.38,-1.6
3147,1351,7.42,-1.17
2381,1000,-1.6,26.4
3182,1382,-4.8,447.13
2851,1210,343.35,-4.8
602,214,-1.6,11.4
2740,1127,465.27,-1.6
3432,1448,-1.6,11.4
3494,1517,-4.8,436.06
1775,769,-4.8,435.53
1698,734,-4.8,392.79
2524,1067,176.8,-4.8
2610,1133,-4.8,451.66
2986,1290,-1.6,253.57
2102,861,271.84,-4.8
2674,1133,-1.6,18.73
2890,1237,-1.6,26.41
321,109,354.8,-4.8
1048,435,60.42,-1.6
3259,1360,316.28,-1.6
1905,777,375.75,-4.8
76,23,-1.6,241.14
1440,597,-1.6,11.4
1257,527,-1.41,9.1
1265,527,68.29,-1.6
3120,1348,-1.6,252.26
1319,547,-1.6,18.9
3251,1382,91.27,-1.6
2844,1237,-4.8,494.9
3540,1517,-1.6,18.9
1309,538,-1.6,11.4
1303,527,496.15,-4.8
1862,761,-1.6,18.9
2572,1081,-1.6,11.4
3380,1413,494.66,-4.8
1212,511,-1.6,42.49
2807,1209,-1.6,176.54
1767,751,-1.6,48.76
3341,1448,-1.6,355.88
315,111,207.26,-4.8
648,238,455.46,-1.6
2858,1210,435.15,-4.8
2224,914,455.22,-4.8
